gauge_id,water_frac,trees_frac,flooded_veg_frac,crops_frac,built_area_frac,bare_frac,range_frac,dom_land_cover,dom_land_cover_frac,lai_mean,lai_min,lai_max,lai_diff
15023,0.007016,0.87265,0.0,0.005125,0.0683,0.000134,0.046776,trees,0.87265,3.598,1.23,4.926,3.696
15024,0.009605,0.726864,1e-05,0.047483,0.168033,8.1e-05,0.047924,trees,0.726864,2.568,0.593,5.052,4.46
15026,0.010008,0.60244,0.000419,0.032087,0.297827,3.1e-05,0.057188,trees,0.60244,3.409,0.709,4.866,4.158
15030,0.002029,0.735559,0.0,0.005111,0.15864,0.000285,0.098375,trees,0.735559,3.724,0.986,4.925,3.939
15031,0.028151,0.804465,0.000102,0.002799,0.018186,0.0,0.146297,trees,0.804465,3.356,1.119,7.576,6.457
15032,0.002607,0.891924,0.0,0.006631,0.038872,1.3e-05,0.059953,trees,0.891924,2.742,1.422,4.628,3.206
16001,0.009543,0.477492,0.003161,0.281309,0.027498,0.000254,0.200743,trees,0.477492,1.618,0.618,7.825,7.207
16004,0.007303,0.573471,0.000145,0.110252,0.01015,0.000571,0.298107,trees,0.573471,1.719,0.548,4.372,3.823
16007,0.007886,0.561439,0.00013,0.125542,0.01108,0.001069,0.292854,trees,0.561439,1.692,0.548,4.372,3.823
16012,0.011894,0.536988,0.001165,0.293831,0.027479,0.000508,0.128134,trees,0.536988,1.563,0.595,7.557,6.962
16014,0.011816,0.387017,0.001694,0.323728,0.020601,0.001046,0.254098,trees,0.387017,1.371,0.278,3.83,3.552
17001,0.00024,0.400223,0.0,0.203708,0.016355,4.1e-05,0.379432,trees,0.400223,1.711,0.512,4.828,4.317
17003,0.004282,0.040242,8.6e-05,0.555079,0.095488,0.000747,0.304076,crops,0.555079,0.74,0.448,7.513,7.065
17005,0.005734,0.140568,0.000886,0.528798,0.091356,0.001066,0.231593,crops,0.528798,0.925,0.387,7.69,7.303
17006,0.006334,0.06027,0.0004,0.481072,0.235889,0.002425,0.21361,crops,0.481072,0.736,0.239,1.752,1.513
17007,0.005023,0.13578,9.6e-05,0.612419,0.091453,0.000154,0.155073,crops,0.612419,0.883,0.313,8.034,7.721
17009,0.002797,0.171212,0.000125,0.624735,0.064506,0.000826,0.135799,crops,0.624735,1.04,0.435,7.325,6.889
17011,0.015928,0.185397,3.6e-05,0.564966,0.082243,0.000294,0.151136,crops,0.564966,1.142,0.339,4.852,4.514
17012,0.017376,0.225808,0.001011,0.35766,0.062993,0.00268,0.332473,crops,0.35766,1.125,0.418,7.673,7.255
17015,0.005772,0.288377,7.5e-05,0.408172,0.072676,0.00078,0.224148,crops,0.408172,1.345,0.349,5.149,4.801
17019,0.003089,0.347014,2.1e-05,0.376144,0.054565,2.6e-05,0.219141,crops,0.376144,1.491,0.448,4.788,4.34
17022,0.005507,0.150185,0.000177,0.465241,0.181401,0.001119,0.196369,crops,0.465241,0.914,0.239,7.552,7.313
17024,0.005447,0.1354,0.000175,0.502966,0.168728,0.001141,0.186142,crops,0.502966,0.904,0.239,7.552,7.313
